playerID,yearID,stint,teamID,lgID,W,L,G,GS,CG,SHO,SV,IPouts,H,ER,HR,BB,SO,BAOpp,ERA,IBB,WP,HBP,BK,BFP,GF,R,SH,SF,GIDP
straida01,2013,1,OAK,AL,10,8,27,27,0,0,0,457,132,67,16,57,124,0.233,3.96,0,7,7,0,640,0,74,4,5,8
strasst01,2013,1,WAS,NL,8,9,30,30,1,1,0,549,136,61,16,56,191,0.207,3.00,1,7,12,3,731,0,71,5,1,21
streehu01,2013,1,SDN,NL,2,5,58,0,0,0,33,170,44,17,12,14,46,0.213,2.70,1,4,0,0,222,52,17,0,1,2
stroppe01,2013,1,BAL,AL,0,3,29,0,0,0,0,67,23,18,4,15,24,0.258,7.25,2,5,2,1,111,15,19,4,0,1
stroppe01,2013,2,CHN,NL,2,2,37,0,0,0,1,105,22,11,1,11,42,0.176,2.83,0,3,4,0,143,7,11,3,0,2
stulter01,2013,1,SDN,NL,11,13,33,33,2,0,0,611,219,89,18,40,131,0.274,3.93,2,2,2,1,857,0,97,10,6,16
stutemi01,2013,1,PHI,NL,3,1,16,0,0,0,0,53,14,9,1,8,9,0.212,4.58,1,1,1,0,75,4,11,0,0,1
surkaer01,2013,1,SFN,NL,0,1,1,1,0,0,0,8,9,7,2,0,0,0.563,23.63,0,0,2,0,18,0,7,0,0,0
swarzan01,2013,1,MIN,AL,3,2,48,0,0,0,0,288,89,31,7,22,69,0.249,2.91,1,1,1,0,387,8,33,2,5,9
takahhi01,2013,1,CHN,NL,0,0,3,0,0,0,0,9,3,2,1,2,3,0.273,6.00,0,0,0,0,14,2,2,0,1,0
tazawju01,2013,1,BOS,AL,5,4,71,0,0,0,0,205,70,24,9,12,72,0.265,3.16,1,3,1,1,284,10,25,2,5,2
teafoev01,2013,1,KCA,AL,0,0,1,0,0,0,0,2,1,0,0,0,0,0.333,0.00,0,0,0,0,3,0,0,0,0,0
teherju01,2013,1,ATL,NL,14,8,30,30,0,0,0,557,173,66,22,45,170,0.246,3.20,4,2,13,0,774,0,69,8,5,6
tepesni01,2013,1,TEX,AL,4,6,19,17,0,0,0,279,100,50,12,27,76,0.272,4.84,3,0,7,0,407,1,53,1,4,7
thatcjo01,2013,1,SDN,NL,3,1,50,0,0,0,0,90,28,7,3,4,29,0.243,2.10,0,2,1,0,121,13,7,0,1,2
thatcjo01,2013,2,ARI,NL,0,1,22,0,0,0,0,28,12,7,1,6,7,0.343,6.75,0,1,0,0,43,3,7,1,1,3
thayeda01,2013,1,SDN,NL,3,5,69,0,0,0,1,195,59,24,8,22,64,0.244,3.32,2,2,2,0,270,13,25,3,1,6
thielca01,2013,1,MIN,AL,3,2,49,0,0,0,0,138,24,9,4,14,39,0.154,1.76,4,1,0,0,171,16,11,0,1,2
thornma01,2013,1,CHA,AL,0,3,40,0,0,0,0,84,25,12,4,10,21,0.245,3.86,1,1,2,0,116,3,14,2,0,4
thornma01,2013,2,BOS,AL,0,1,20,0,0,0,0,46,22,6,0,5,9,0.349,3.52,0,1,0,0,71,3,6,2,1,2
thornty01,2013,1,MIL,NL,3,1,18,7,0,0,0,200,53,15,1,26,48,0.225,2.03,2,2,3,1,270,4,17,4,1,5
tillmch01,2013,1,BAL,AL,16,7,33,33,1,0,0,619,184,85,33,68,179,0.241,3.71,2,6,3,1,845,0,87,4,6,14
tollesh01,2013,1,LAN,NL,0,0,1,0,0,0,0,0,0,0,0,2,0,,,0,0,0,0,2,0,0,0,0,0
tomlijo01,2013,1,CLE,AL,0,0,1,0,0,0,0,6,2,0,0,0,0,0.250,0.00,0,0,0,0,9,0,0,0,0,0
tonkimi01,2013,1,MIN,AL,0,0,9,0,0,0,0,34,9,1,0,3,10,0.205,0.79,0,1,0,0,47,6,6,0,0,1
torreal01,2013,1,TBA,AL,4,2,39,0,0,0,0,174,32,11,1,20,62,0.159,1.71,1,1,3,0,226,5,12,1,1,3
torreca01,2013,1,NYN,NL,4,6,33,9,0,0,0,259,79,33,15,17,75,0.242,3.44,1,4,4,1,352,6,34,4,1,5
troncra01,2013,1,CHA,AL,1,4,29,0,0,0,0,90,30,15,4,16,18,0.256,4.50,1,1,1,0,137,15,22,2,1,2
turneja01,2013,1,MIA,NL,3,8,20,20,1,0,0,354,116,49,11,54,77,0.262,3.74,5,11,4,0,514,0,55,8,5,8
ueharko01,2013,1,BOS,AL,4,1,73,0,0,0,21,223,33,9,5,9,101,0.130,1.09,2,1,1,0,265,40,10,1,1,1
valdelu01,2013,1,BAL,AL,0,0,4,0,0,0,0,7,3,2,1,2,4,0.300,7.71,1,0,0,0,12,1,2,0,0,0
valdera02,2013,1,PHI,NL,1,1,17,1,0,0,0,105,42,29,7,8,37,0.300,7.46,0,1,2,0,152,7,29,1,1,2
valvejo01,2013,1,DET,AL,0,1,20,0,0,0,9,58,18,12,6,6,19,0.237,5.59,0,0,2,0,84,18,12,0,0,1
vargaja01,2013,1,LAA,AL,9,8,24,24,3,2,0,450,162,67,17,46,109,0.276,4.02,2,0,5,1,644,0,68,3,3,14
varvaan01,2013,1,ATL,NL,3,1,62,0,0,0,1,220,68,23,3,25,43,0.245,2.82,3,7,1,0,306,30,25,2,0,7
vealdo01,2013,1,CHA,AL,2,3,50,0,0,0,0,88,26,15,3,16,29,0.236,4.60,1,4,0,0,126,5,16,0,0,5
ventuyo01,2013,1,KCA,AL,0,1,3,3,0,0,0,46,13,6,3,6,11,0.224,3.52,0,1,0,0,64,0,6,0,0,4
verasjo01,2013,1,HOU,AL,0,4,42,0,0,0,19,129,29,14,4,14,44,0.192,2.93,0,2,3,0,169,38,15,1,0,4
verasjo01,2013,2,DET,AL,0,1,25,0,0,0,2,59,16,7,2,8,16,0.213,3.20,1,0,1,0,85,7,8,1,0,0
verlaju01,2013,1,DET,AL,13,12,34,34,0,0,0,655,212,84,19,75,217,0.253,3.46,1,3,4,1,925,0,94,2,6,15
villabr02,2013,1,DET,AL,0,2,7,0,0,0,0,13,8,10,1,8,6,0.444,20.77,0,1,0,0,28,3,10,1,1,1
villabr02,2013,2,BOS,AL,0,0,1,0,0,0,0,0,0,0,0,1,0,,,0,0,0,0,1,1,0,0,0,0
villaca01,2013,1,CHN,NL,7,8,47,15,0,0,0,386,117,58,14,40,103,0.248,4.06,4,0,3,0,524,5,58,7,3,11
villape01,2013,1,CIN,NL,0,1,2,1,0,0,0,17,13,8,4,3,4,0.448,12.71,0,0,0,0,32,0,8,0,0,1
vinceni01,2013,1,SDN,NL,6,3,45,0,0,0,1,139,33,11,1,11,49,0.202,2.14,3,0,2,0,180,7,11,4,0,2
vogelry01,2013,1,SFN,NL,4,6,19,19,0,0,0,311,124,66,15,38,67,0.299,5.73,2,3,6,0,467,0,73,4,4,8
volqued01,2013,1,SDN,NL,9,10,27,27,0,0,0,427,168,95,14,69,116,0.291,6.01,2,11,3,0,659,0,100,7,3,6
volqued01,2013,2,LAN,NL,0,2,6,5,0,0,0,84,25,13,5,8,26,0.234,4.18,0,5,0,0,118,0,14,2,1,1
volstch01,2013,1,COL,NL,0,0,6,0,0,0,0,25,19,10,1,1,3,0.432,10.80,0,0,2,0,47,1,10,0,0,0
wachami01,2013,1,SLN,NL,4,1,15,9,0,0,0,194,52,20,5,19,65,0.219,2.78,0,3,0,0,260,2,20,1,3,6
wagnene01,2013,1,TOR,AL,2,4,36,0,0,0,0,114,39,16,5,13,33,0.271,3.79,1,3,1,1,161,8,17,2,1,6
wainwad01,2013,1,SLN,NL,19,9,34,34,5,2,0,725,223,79,15,35,219,0.248,2.94,2,5,6,0,956,0,83,13,2,32
waldejo01,2013,1,ATL,NL,4,3,50,0,0,0,1,141,39,18,4,14,54,0.220,3.45,4,6,1,0,193,9,19,1,0,2
walketa01,2013,1,SEA,AL,1,0,3,3,0,0,0,45,11,6,0,4,12,0.204,3.60,0,0,0,0,60,0,7,0,2,0
walljo02,2013,1,LAN,NL,0,1,6,0,0,0,0,21,17,14,2,6,7,0.486,18.00,3,0,0,0,44,4,14,2,1,0
waltepj01,2013,1,MIN,AL,2,5,8,8,0,0,0,118,51,26,5,18,22,0.311,5.95,0,0,1,0,183,0,30,0,0,6
wangch01,2013,1,TOR,AL,1,2,6,6,0,0,0,81,40,23,5,9,14,0.351,7.67,0,2,0,0,123,0,24,0,0,3
warread01,2013,1,NYA,AL,3,2,34,2,0,0,1,231,80,29,10,30,64,0.268,3.39,2,3,2,0,331,17,29,0,0,10
watsoto01,2013,1,PIT,NL,3,1,67,0,0,0,2,215,51,19,5,12,54,0.198,2.39,1,2,6,0,280,14,19,3,1,4
weaveje02,2013,1,LAA,AL,11,8,24,24,0,0,0,463,139,56,17,37,117,0.237,3.27,0,2,7,0,634,0,58,1,3,12
webbda01,2013,1,CHA,AL,0,0,9,0,0,0,0,34,9,4,0,4,10,0.220,3.18,0,1,0,0,46,4,4,0,1,1
webbry01,2013,1,MIA,NL,2,6,66,0,0,0,0,241,70,26,5,27,54,0.244,2.91,5,4,2,0,332,19,30,11,5,9
weberth01,2013,1,SDN,NL,0,0,3,0,0,0,0,27,5,2,1,5,6,0.172,2.00,0,0,0,0,35,1,2,0,1,1
weberth01,2013,2,TOR,AL,0,1,5,0,0,0,0,18,7,2,1,3,4,0.318,3.00,0,0,0,0,26,4,3,0,1,2
webstal01,2013,1,BOS,AL,1,2,8,7,0,0,0,91,37,29,7,18,23,0.308,8.60,0,1,2,0,145,1,30,0,5,1
welkedu01,2013,1,PIT,NL,0,0,2,0,0,0,0,4,0,0,0,0,1,0.000,0.00,0,0,0,0,4,1,0,0,0,0
wellsca01,2013,2,CHA,AL,0,0,1,0,0,0,0,3,0,0,0,1,1,0.000,0.00,0,0,0,0,4,1,0,0,0,0
wellsca01,2013,3,PHI,NL,0,1,1,0,0,0,0,2,3,5,0,3,0,0.600,67.50,1,0,0,0,8,0,5,0,0,0
westbja01,2013,1,SLN,NL,7,8,21,19,1,1,0,350,132,60,7,50,44,0.293,4.63,3,1,10,0,523,0,69,8,4,20
wheelza01,2013,1,NYN,NL,7,5,17,17,0,0,0,300,90,38,10,46,84,0.243,3.42,2,6,4,0,431,0,42,3,7,8
wilheto01,2013,1,SEA,AL,0,3,59,0,0,0,24,177,45,27,2,33,45,0.213,4.12,5,6,1,0,251,40,28,3,3,4
willije02,2013,1,LAA,AL,9,10,37,25,0,0,0,508,181,86,23,55,107,0.272,4.57,2,5,4,0,728,8,93,1,3,13
wilsoal01,2013,1,BOS,AL,1,1,26,0,0,0,0,83,34,15,0,14,22,0.306,4.88,1,1,1,0,127,9,16,0,1,6
wilsobr01,2013,1,LAN,NL,2,1,18,0,0,0,0,41,8,1,0,4,13,0.178,0.66,0,0,0,0,49,8,1,0,0,3
wilsocj01,2013,1,LAA,AL,17,7,33,33,0,0,0,637,200,80,15,85,188,0.246,3.39,3,14,8,2,913,0,93,4,2,16
wilsoju10,2013,1,PIT,NL,6,1,58,0,0,0,0,221,50,17,4,28,59,0.192,2.08,1,5,3,0,295,8,17,3,1,8
withrch01,2013,1,LAN,NL,3,0,26,0,0,0,1,104,20,10,5,13,43,0.165,2.60,0,2,0,0,134,4,10,0,0,3
wolfro01,2013,1,TEX,AL,1,3,22,3,0,0,0,143,58,22,5,15,21,0.307,4.15,1,2,1,0,207,10,24,0,2,10
woodal02,2013,1,ATL,NL,3,3,31,11,0,0,0,233,76,27,3,27,77,0.263,3.13,1,4,1,2,327,9,29,6,4,8
woodbl01,2013,1,CLE,AL,0,0,2,0,0,0,0,4,1,0,0,3,1,0.200,0.00,0,0,0,0,8,1,0,0,0,0
woodtr01,2013,1,CHN,NL,9,12,32,32,0,0,0,600,163,69,18,66,144,0.222,3.11,2,6,8,0,821,0,73,7,4,15
wootero01,2013,1,MIL,NL,3,1,27,0,0,0,0,83,27,12,1,8,18,0.257,3.90,2,0,1,0,115,6,12,1,0,4
workmbr01,2013,1,BOS,AL,6,3,20,3,0,0,0,125,44,23,5,15,47,0.272,4.97,1,1,0,0,180,5,23,2,1,1
worleva01,2013,1,MIN,AL,1,5,10,10,0,0,0,146,82,39,9,15,25,0.381,7.21,1,1,3,0,234,0,43,0,1,9
wrighja01,2013,1,TBA,AL,2,2,66,1,0,0,0,210,61,24,4,23,65,0.240,3.09,3,5,5,0,288,15,25,3,3,5
wrighst01,2013,1,BOS,AL,2,0,4,1,0,0,0,40,12,8,0,9,10,0.245,5.40,0,2,1,0,59,2,8,0,0,3
wrighwe01,2013,1,HOU,AL,0,4,54,0,0,0,0,124,45,18,5,16,40,0.278,3.92,2,2,3,0,184,13,20,1,2,3
wrighwe01,2013,2,TBA,AL,0,0,16,0,0,0,0,37,9,4,2,3,15,0.200,2.92,0,0,0,0,48,4,4,0,0,1
zagurmi01,2013,1,PIT,NL,0,0,6,0,0,0,0,18,10,10,1,8,5,0.385,15.00,0,3,1,0,37,2,10,1,1,0
zagurmi01,2013,2,NYA,AL,0,0,1,0,0,0,0,1,1,2,0,0,0,0.500,54.00,0,0,1,0,3,0,2,0,0,0
zeidjo01,2013,1,HOU,AL,0,1,25,0,0,0,1,83,26,12,3,12,24,0.250,3.90,1,2,1,0,118,6,12,1,0,3
zieglbr01,2013,1,ARI,NL,8,1,78,0,0,0,13,219,61,18,3,22,44,0.228,2.22,6,0,3,0,297,33,20,2,2,8
zimmejo02,2013,1,WAS,NL,19,9,32,32,4,2,0,640,192,77,19,40,161,0.239,3.25,0,3,7,0,865,0,81,9,4,18
zitoba01,2013,1,SFN,NL,5,11,30,25,0,0,0,400,173,85,19,54,86,0.318,5.74,2,5,4,1,608,4,94,5,1,15
abadfe01,2014,1,OAK,AL,2,4,69,0,0,0,0,172,34,10,4,15,51,0.175,1.57,3,0,4,0,216,17,11,1,2,6
aceveal01,2014,1,NYA,AL,1,2,10,0,0,0,0,58,23,14,6,4,16,0.288,6.52,0,0,1,1,85,5,14,0,0,1
achteaj01,2014,1,MIN,AL,1,0,7,0,0,0,0,33,14,4,2,3,5,0.304,3.27,0,0,0,0,49,1,7,0,0,0
adamsau01,2014,1,CLE,AL,0,0,6,0,0,0,0,21,9,7,1,1,4,0.310,9.00,0,0,0,0,30,1,7,0,0,1
adamsmi03,2014,1,PHI,NL,2,1,22,0,0,0,0,56,16,6,1,8,21,0.232,2.89,1,0,0,0,79,0,8,2,0,2
adcocna01,2014,1,TEX,AL,0,0,7,0,0,0,0,30,11,5,2,5,9,0.289,4.50,0,1,2,0,45,2,5,0,0,3
affelje01,2014,1,SFN,NL,4,2,62,0,0,0,0,166,47,14,1,14,41,0.229,2.28,1,4,4,1,225,9,14,1,1,6
alberma01,2014,1,HOU,AL,0,0,8,0,0,0,0,30,10,1,0,3,8,0.263,0.90,0,0,1,0,42,1,1,0,0,1
albural01,2014,1,DET,AL,3,1,72,0,0,0,1,172,46,16,7,21,63,0.219,2.51,1,2,3,2,236,15,16,0,2,3
allenco01,2014,1,CLE,AL,6,4,76,0,0,0,24,209,48,16,7,26,91,0.194,2.07,5,4,1,0,279,44,21,2,2,6
alvarda01,2014,1,NYN,NL,0,0,4,0,0,0,0,4,4,2,1,0,1,0.500,13.50,0,0,0,0,8,0,2,0,0,0
alvarhe01,2014,1,MIA,NL,12,7,30,30,3,3,0,561,198,55,14,33,111,0.275,2.65,3,4,8,0,772,0,65,7,4,24
alvarjo02,2014,1,LAA,AL,0,0,2,0,0,0,0,2,1,0,0,0,1,0.333,0.00,0,0,0,0,3,1,0,0,0,0
alvarrj01,2014,1,SDN,NL,0,0,10,0,0,0,0,24,3,1,0,5,9,0.115,1.13,1,1,1,0,33,4,1,0,1,0
ambrihe01,2014,1,SDN,NL,0,0,1,0,0,0,0,6,2,1,0,2,1,0.286,4.50,0,0,0,0,9,0,2,0,0,1
anderbr04,2014,1,COL,NL,1,3,8,8,0,0,0,130,44,14,1,13,29,0.267,2.91,3,0,0,0,180,0,18,1,1,6
anderch01,2014,1,ARI,NL,9,7,21,21,0,0,0,343,117,51,16,40,105,0.268,4.01,2,4,2,0,486,0,56,4,4,9
annade01,2014,1,NYA,AL,0,0,1,0,0,0,0,3,3,2,0,0,0,0.500,18.00,0,0,0,0,6,1,2,0,0,0
archech01,2014,1,TBA,AL,10,9,32,32,0,0,0,584,177,72,12,72,173,0.243,3.33,1,8,8,0,822,0,85,4,9,14
arencjp01,2014,1,TEX,AL,0,0,1,0,0,0,0,3,1,0,0,0,0,0.250,0.00,0,0,0,0,4,1,0,0,0,0
arrieja01,2014,1,CHN,NL,10,5,25,25,1,1,0,470,114,44,5,41,167,0.203,2.53,2,8,3,0,614,0,46,5,3,9
arroybr01,2014,1,ARI,NL,7,4,14,14,1,0,0,258,92,39,10,19,47,0.279,4.08,1,2,3,0,357,0,40,3,2,14
atchisc01,2014,1,CLE,AL,6,0,70,0,0,0,2,216,60,22,4,14,49,0.227,2.75,4,1,0,0,280,11,24,1,1,12
aumonph01,2014,1,PHI,NL,0,1,5,0,0,0,0,17,14,12,3,5,6,0.483,19.06,0,0,0,0,35,4,12,0,1,1
avilalu01,2014,1,ATL,NL,4,1,62,0,0,0,0,130,47,22,2,21,25,0.287,4.57,7,5,3,0,193,14,22,3,2,5
axelrdy01,2014,1,CIN,NL,2,1,5,4,0,0,0,55,14,6,5,4,20,0.206,2.95,1,0,0,0,72,1,6,0,0,1
axforjo01,2014,1,CLE,AL,2,3,49,0,0,0,10,131,34,19,6,30,51,0.214,3.92,3,4,1,0,196,24,21,3,3,2
axforjo01,2014,2,PIT,NL,0,1,13,0,0,0,0,33,9,5,0,6,12,0.231,4.09,0,1,1,0,47,4,5,0,1,1
badenbu01,2014,1,BOS,AL,0,3,70,0,0,0,1,212,70,18,1,19,40,0.268,2.29,5,2,2,0,289,11,20,4,3,14
baezpe01,2014,1,LAN,NL,0,0,20,0,0,0,0,72,16,7,3,5,18,0.188,2.63,1,0,0,0,92,8,7,1,1,1
baileho02,2014,1,CIN,NL,9,5,23,23,1,1,0,437,134,60,16,45,124,0.247,3.71,1,5,7,1,604,0,60,5,4,12
bakerjo01,2014,1,CHN,NL,1,0,1,0,0,0,0,3,0,0,0,1,0,0.000,0.00,0,0,0,0,3,1,0,0,0,1
bakersc02,2014,1,TEX,AL,3,4,25,8,0,0,0,242,82,49,15,14,55,0.262,5.47,3,0,2,0,332,13,49,0,3,5
balfogr01,2014,1,TBA,AL,2,6,65,0,0,0,12,187,49,34,3,41,57,0.217,4.91,3,4,1,0,270,34,34,1,1,6
barnema01,2014,1,BOS,AL,0,0,5,0,0,0,0,27,11,4,1,2,8,0.306,4.00,0,0,0,0,39,3,4,0,1,1
barreaa01,2014,1,WAS,NL,3,0,50,0,0,0,0,122,33,12,1,20,49,0.220,2.66,2,6,1,1,174,12,17,1,2,4
bassan01,2014,1,HOU,AL,1,1,21,0,0,0,2,81,32,19,6,7,7,0.294,6.33,1,2,2,0,119,8,20,0,1,4
bassich01,2014,1,CHA,AL,1,1,6,5,0,0,0,89,34,13,0,13,21,0.286,3.94,1,0,3,0,137,1,13,1,1,2
bastaan01,2014,1,PHI,NL,5,7,67,0,0,0,0,192,43,28,4,34,81,0.188,3.94,4,5,2,0,271,17,31,3,3,3
bauertr01,2014,1,CLE,AL,5,8,26,26,0,0,0,459,151,71,16,60,143,0.259,4.18,4,6,11,0,663,0,76,1,8,7
beatope01,2014,1,ATL,NL,0,0,3,0,0,0,0,13,3,0,0,3,3,0.188,0.00,0,0,0,0,19,1,0,0,0,0
beavabl01,2014,1,SEA,AL,0,1,1,1,0,0,0,12,6,2,2,0,1,0.375,4.50,0,0,0,0,16,0,2,0,0,1
beckejo02,2014,1,LAN,NL,6,6,20,20,1,1,0,347,96,37,17,39,107,0.226,2.88,2,1,5,0,475,0,41,3,3,4
bedarer01,2014,1,TBA,AL,4,6,17,15,0,0,0,227,84,40,10,29,64,0.275,4.76,0,3,2,0,342,1,46,1,4,5
bedroca01,2014,1,LAA,AL,0,1,17,0,0,0,0,58,23,14,2,12,20,0.288,6.52,1,1,0,1,93,4,17,0,1,0
beeleda01,2014,1,CHN,NL,0,2,2,2,0,0,0,33,10,4,0,7,6,0.263,3.27,1,1,0,0,46,0,5,1,0,1
beimejo01,2014,1,SEA,AL,3,1,56,0,0,0,0,135,39,11,4,14,25,0.236,2.20,4,3,1,0,184,8,12,3,1,4
belisma01,2014,1,COL,NL,4,7,66,1,0,0,0,194,74,35,5,19,43,0.292,4.87,2,3,1,0,282,13,35,4,5,5
belisro01,2014,1,CHA,AL,4,8,62,0,0,0,8,199,78,41,4,18,47,0.295,5.56,7,2,5,0,292,19,46,3,2,10
belivje01,2014,1,TBA,AL,0,0,30,0,0,0,1,72,19,7,1,7,28,0.213,2.63,1,1,2,1,100,6,7,1,1,0
bellhe01,2014,1,TBA,AL,1,1,13,0,0,0,0,52,24,14,1,8,12,0.324,7.27,1,1,4,0,88,5,16,1,1,1
belltr01,2014,1,CIN,NL,0,0,2,0,0,0,0,2,5,5,0,2,0,0.714,67.50,0,0,0,0,9,0,5,0,0,0
benoijo01,2014,1,SDN,NL,4,2,53,0,0,0,11,163,28,9,3,14,64,0.151,1.49,2,3,1,1,205,17,10,2,2,2
bergmch01,2014,1,COL,NL,3,5,10,10,0,0,0,164,75,36,9,10,31,0.318,5.93,2,0,1,0,249,0,37,1,1,2
betande01,2014,1,NYA,AL,5,0,70,0,0,0,1,270,46,14,4,24,135,0.149,1.40,1,2,4,1,341,8,15,2,3,1
bettich01,2014,1,COL,NL,0,2,21,0,0,0,0,74,42,25,4,10,13,0.378,9.12,2,5,1,0,127,9,26,5,0,2
billibr02,2014,1,NYA,AL,0,0,1,0,0,0,0,12,4,4,2,1,7,0.250,9.00,0,0,0,0,17,0,4,0,0,0
blackvi01,2014,1,NYN,NL,2,3,41,0,0,0,0,104,26,10,2,19,32,0.206,2.60,0,1,1,0,148,9,12,2,0,4
blevije01,2014,1,WAS,NL,2,3,64,0,0,0,0,172,48,31,3,23,66,0.229,4.87,6,2,1,0,240,25,31,3,3,1
bochybr02,2014,1,SFN,NL,0,0,3,0,0,0,0,10,1,2,1,2,3,0.091,5.40,0,0,1,0,14,2,2,0,0,0
bolsimi01,2014,1,ARI,NL,1,6,10,9,0,0,0,157,66,32,7,17,48,0.308,5.50,1,0,0,1,238,0,36,3,4,1
bonilli01,2014,1,TEX,AL,3,0,5,3,0,0,0,62,13,7,2,12,17,0.186,3.05,1,1,1,0,83,0,8,0,0,4
boxbebr01,2014,1,TBA,AL,5,2,63,0,0,0,2,194,34,17,9,20,104,0.155,2.37,0,3,4,2,247,10,17,2,2,4
boyerbl01,2014,1,SDN,NL,0,1,32,0,0,0,0,121,34,16,2,8,29,0.228,3.57,0,1,0,0,160,11,16,2,1,1
brachbr01,2014,1,BAL,AL,7,1,46,0,0,0,0,187,48,22,6,25,54,0.216,3.18,1,2,1,0,254,8,24,2,4,5
breslcr01,2014,1,BOS,AL,2,4,60,0,0,0,1,163,73,36,8,28,37,0.319,5.96,1,3,2,1,260,16,40,1,0,7
brittdr01,2014,1,BOS,AL,0,0,7,0,0,0,0,20,5,0,0,2,4,0.200,0.00,0,0,0,0,27,0,0,0,0,0
brittza01,2014,1,BAL,AL,3,2,71,0,0,0,37,229,46,14,4,23,62,0.178,1.65,0,0,1,0,285,49,17,3,0,13
brookaa01,2014,1,KCA,AL,0,1,2,1,0,0,0,8,12,13,1,3,2,0.667,43.88,0,0,2,0,24,1,13,0,1,1
brothre01,2014,1,COL,NL,4,6,74,0,0,0,0,169,65,35,7,39,55,0.288,5.59,0,5,2,1,273,15,38,1,4,3
brownbr02,2014,1,COL,NL,0,1,28,0,0,0,0,78,20,8,3,5,21,0.208,2.77,1,1,1,0,104,9,9,0,2,1
broxtjo01,2014,1,CIN,NL,4,2,51,0,0,0,7,145,32,10,3,17,37,0.190,1.86,0,0,1,0,189,16,10,2,1,6
broxtjo01,2014,2,MIL,NL,0,1,11,0,0,0,0,31,9,5,1,2,12,0.225,4.35,0,0,0,0,42,2,5,0,0,0
buchada01,2014,1,PHI,NL,6,8,20,20,0,0,0,353,120,49,12,32,71,0.264,3.75,2,0,8,0,503,0,55,6,3,10
buchaja01,2014,1,HOU,AL,1,3,17,2,0,0,0,106,41,18,4,12,20,0.297,4.58,1,2,1,0,154,9,19,3,0,4
buchhcl01,2014,1,BOS,AL,8,11,28,28,2,2,0,511,182,101,17,54,132,0.273,5.34,2,8,10,0,737,0,108,3,4,16
buchtry01,2014,1,ATL,NL,1,0,1,0,0,0,0,3,0,0,0,1,1,0.000,0.00,0,0,0,0,3,0,0,0,0,1
bucknbi02,2014,1,SDN,NL,0,1,1,1,0,0,0,17,6,3,1,4,4,0.273,4.76,1,0,0,0,27,0,3,1,0,0
buehrma01,2014,1,TOR,AL,13,10,32,32,0,0,0,606,228,76,15,46,119,0.287,3.39,0,2,4,1,857,0,83,6,6,24
buenofr01,2014,1,KCA,AL,0,0,30,0,0,0,0,97,36,15,3,7,20,0.277,4.18,2,1,1,1,142,8,16,0,4,3
bumgama01,2014,1,SFN,NL,18,10,33,33,4,2,0,652,194,72,21,43,219,0.240,2.98,3,4,6,1,873,0,81,9,5,18
burneaj01,2014,1,PHI,NL,8,18,34,34,1,0,0,641,205,109,20,96,190,0.256,4.59,2,9,16,0,935,0,122,11,11,17
burnese01,2014,1,LAA,AL,0,0,3,0,0,0,0,2,1,1,0,0,0,0.333,13.50,0,0,0,0,3,0,1,0,0,0
burtoja01,2014,1,MIN,AL,3,5,68,0,0,0,3,192,58,31,6,25,46,0.241,4.36,3,1,3,0,272,21,34,0,3,6
buterdr01,2014,1,LAN,NL,0,0,2,0,0,0,0,5,2,2,1,0,2,0.286,10.80,0,0,0,0,7,2,2,0,0,0
butleed01,2014,1,COL,NL,1,1,3,3,0,0,0,48,23,12,2,7,3,0.343,6.75,1,0,0,0,76,0,12,2,0,2
butleke01,2014,1,SLN,NL,0,0,2,0,0,0,0,6,6,6,0,1,2,0.500,27.00,0,0,1,0,14,1,6,0,0,0
cabrace01,2014,1,NYA,AL,0,0,4,0,0,0,0,3,4,3,0,2,2,0.571,27.00,0,1,3,1,12,0,3,0,0,0
cahiltr01,2014,1,ARI,NL,3,12,32,17,0,0,1,332,123,69,9,55,105,0.285,5.61,2,5,4,0,499,8,76,6,3,11
cainma01,2014,1,SFN,NL,2,7,15,15,0,0,0,271,81,42,13,32,70,0.242,4.18,2,2,2,0,374,0,47,3,2,9
caminar01,2014,1,MIA,NL,0,1,6,0,0,0,0,20,8,8,2,4,8,0.296,10.80,0,0,0,0,31,1,8,0,0,0
campole01,2014,1,SDN,NL,0,0,6,0,0,0,0,21,9,4,0,4,9,0.310,5.14,0,2,0,0,33,1,5,0,0,1
campsh01,2014,1,PHI,NL,0,0,3,0,0,0,0,10,7,2,1,0,1,0.467,5.40,0,0,0,0,15,3,2,0,0,2
cappsca01,2014,1,MIA,NL,0,0,17,0,0,0,0,61,19,9,1,5,25,0.244,3.98,0,2,2,0,86,5,9,0,1,2
capuach01,2014,1,BOS,AL,1,1,28,0,0,0,0,95,34,16,3,15,29,0.270,4.55,2,4,1,1,143,4,17,0,1,2
capuach01,2014,2,NYA,AL,2,3,12,12,0,0,0,197,67,31,7,19,55,0.261,4.25,1,4,3,0,286,0,34,3,4,2
carlybu01,2014,1,NYN,NL,1,1,27,0,0,0,0,93,23,5,2,5,28,0.204,1.45,0,0,0,0,119,4,6,1,0,2
carmofa01,2014,1,PHI,NL,6,8,23,20,0,0,0,363,108,52,11,55,75,0.237,3.87,7,4,7,0,527,1,57,7,3,4
carmofa01,2014,2,LAN,NL,2,3,9,9,0,0,0,131,48,23,8,18,30,0.282,4.74,0,1,2,0,195,0,27,3,2,4
carpeda01,2014,1,ATL,NL,6,4,65,0,0,0,3,183,61,24,5,16,67,0.256,3.54,0,1,3,0,259,14,27,1,1,5
